0,0,161,18
0,0,161,18
0,0,161,18
79,0,161,18
149,0,161,18
197,0,161,18
229,0,161,18
30,30,161,18
60,30,161,18
100,30,161,18
200,30,161,18
249,30,161,18
298,30,161,18
60,60,161,18
88,60,161,18
103,60,161,18
155,60,161,18
199,60,161,18
249,60,161,18
299,60,161,18
347,60,161,18
399,60,161,18
449,60,161,18
100,100,161,18
164,100,161,18
199,100,161,18
248,100,161,18
269,100,161,18
300,100,161,18
349,100,161,18
442,100,161,18
597,100,161,18
150,150,161,18
198,150,161,18
199,150,161,18
249,150,161,18
298,150,161,18
348,150,161,18
399,150,161,18
448,150,161,18
498,150,161,18
642,150,161,18
23.5,25,265,21
61.8,25,265,21
93.8,25,265,21
130.3,25,265,21
173.1,25,265,21
232.9,25,265,21
268.8,45,265,21
42.8,45,265,21
93.7,45,265,21
124.3,45,265,21
159.3,45,265,21
182.5,45,265,21
241.3,45,265,21
263.3,45,265,21
292.5,45,265,21
62.5,65,265,21
113.3,65,265,21
152.4,65,265,21
207.6,65,265,21
258.9,65,265,21
306.4,65,265,21
390.1,65,265,21
83.9,85,265,21
125.9,85,265,21
149.7,85,265,21
230,85,265,21
303.5,85,265,21
371,85,265,21
440.3,85,265,21
103.3,105,265,21
165.2,105,265,21
202.1,105,265,21
264.9,105,265,21
330.7,105,265,21
350.8,105,265,21
411,105,265,21
266.2,105,265,21
122.7,125,265,21
185.8,125,265,21
241.1,125,265,21
288.1,125,265,21
358.8,125,265,21
410.5,125,265,21
457.8,125,265,21
510.1,125,265,21
254.2,145,265,21
292.3,145,265,21
318.7,145,265,21
341.6,145,265,21
386.6,145,265,21
404.4,145,265,21
450.9,145,265,21
25,25,265,21
66,25,265,21
96,25,265,21
129,25,265,21
174,25,265,21
229,25,265,21
272,25,265,21
45,45,265,21
97,45,265,21
126,45,265,21
160,45,265,21
183,45,265,21
240,45,265,21
266,45,265,21
294,45,265,21
60,60,265,21
65,65,265,21
117,65,265,21
153,65,265,21
208,65,265,21
262,65,265,21
318,65,265,21
393,65,265,21
85,85,265,21
128,85,265,21
153,85,265,21
233,85,265,21
306,85,265,21
376,85,265,21
445,85,265,21
105,105,265,21
167,105,265,21
205,105,265,21
268,105,265,21
270,105,265,21
334,105,265,21
356,105,265,21
415,105,265,21
125,125,265,21
187,125,265,21
239,125,265,21
293,125,265,21
362,125,265,21
414,125,265,21
463,125,265,21
516,125,265,21
253,145,265,21
296,145,265,21
324,145,265,21
349,145,265,21
392,145,265,21
410,145,265,21
455,145,265,21
45,45,265,21
97,45,265,21
60,60,265,21
65,65,265,21
117,65,265,21
153,65,265,21
208,65,265,21
318,65,265,21
85,85,265,21
128,85,265,21
153,85,265,21
233,85,265,21
306,85,265,21
105,105,265,21
167,105,265,21
205,105,265,21
268,105,265,21
270,105,265,21
334,105,265,21
356,105,265,21
415,105,265,21
125,125,265,21
187,125,265,21
239,125,265,21
293,125,265,21
362,125,265,21
414,125,265,21
463,125,265,21
516,125,265,21
145,145,265,21
253,145,265,21
296,145,265,21
324,145,265,21
343,145,265,21
392,145,265,21
410,145,265,21
455,145,265,21
200,200,265,21
19.1,20,310,22
52.2,20,310,22
91,20,310,22
165,20,310,22
203.4,20,310,22
230.9,20,310,22
40.1,40,310,22
39.9,10,310,22
80.4,10,310,22
112.8,10,310,22
189.6,10,310,22
267.2,10,310,22
312.4,10,310,22
57,60,310,22
87.1,60,310,22
99.5,60,310,22
111.1,60,310,22
162.1,60,310,22
196.1,60,310,22
271.4,60,310,22
80.5,80,310,22
124.9,80,310,22
149.6,80,310,22
205.4,80,310,22
220.9,80,310,22
280.3,80,310,22
293.8,80,310,22
373,80,310,22
448.1,80,310,22
0,0,310,22
20,20,310,22
51,20,310,22
92,20,310,22
165,20,310,22
206,20,310,22
233,20,310,22
40,40,310,22
40,40,310,22
80,40,310,22
113,40,310,22
193,40,310,22
274,40,310,22
315,40,310,22
60,60,310,22
87,60,310,22
102,60,310,22
113,60,310,22
164,60,310,22
197,60,310,22
275,60,310,22
345,60,310,22
80,80,310,22
126,80,310,22
150,80,310,22
208,80,310,22
225,80,310,22
283,80,310,22
298,80,310,22
378,80,310,22
454,80,310,22
293,105,310,22
577,105,310,22
40,40,310,22
40,40,310,22
80,40,310,22
113,40,310,22
193,40,310,22
274,40,310,22
60,60,310,22
87,60,310,22
102,60,310,22
113,60,310,22
164,60,310,22
197,60,310,22
275,60,310,22
345,60,310,22
80,80,310,22
126,80,310,22
150,80,310,22
208,80,310,22
225,80,310,22
283,80,310,22
298,80,310,22
378,80,310,22
454,80,310,22
105,105,310,22
185,105,310,22
293,105,310,22
341,105,310,22
439,105,310,22
528,105,310,22
547,105,310,22
120,120,310,22
168,120,310,22
294,120,310,22
362,120,310,22
450,120,310,22
533,120,310,22
9,5,74,9
15,5,74,9
29,5,74,9
45,5,74,9
64,5,74,9
15,8,74,9
26,8,74,9
41,8,74,9
51,8,74,9
74,8,74,9
29,15,74,9
61,15,74,9
81,15,74,9
87,15,74,9
97,15,74,9
30,20,74,9
41,20,74,9
51,20,74,9
60,20,74,9
72,20,74,9
85,20,74,9
100,20,74,9
103,20,74,9
49,30,74,9
72,30,74,9
91,30,74,9
112,30,74,9
132,30,74,9
152,30,74,9
172,30,74,9
60,40,74,9
74,40,74,9
82,40,74,9
102,40,74,9
102,40,74,9
123,40,74,9
142,40,74,9
162,40,74,9
0,0,74,9
9,5,74,9
15,5,74,9
29,5,74,9
44,5,74,9
65,5,74,9
12,8,74,9
27,8,74,9
41,8,74,9
50,8,74,9
79,8,74,9
15,15,74,9
29,15,74,9
62,15,74,9
82,15,74,9
88,15,74,9
97,15,74,9
20,20,74,9
30,20,74,9
41,20,74,9
50,20,74,9
57,20,74,9
68,20,74,9
82,20,74,9
97,20,74,9
100,20,74,9
30,30,74,9
47,30,74,9
69,30,74,9
88,30,74,9
109,30,74,9
129,30,74,9
150,30,74,9
171,30,74,9
40,40,74,9
60,40,74,9
70,40,74,9
79,40,74,9
100,40,74,9
99,40,74,9
118,40,74,9
138,40,74,9
159,40,74,9
50,50,74,9
25.673,25,80,11
25.558,25,80,11
35.567,25,80,11
35.947,25,80,11
45.417,25,80,11
56.153,25,80,11
65.469,25,80,11
76.48,25,80,11
79.118,25,80,11
85.347,25,80,11
96.286,25,80,11
100.093,25,80,11
114.289,25,80,11
124.28,25,80,11
133.23,25,80,11
50.194,50,80,11
49.941,50,80,11
49.652,50,80,11
69.38,50,80,11
89.876,50,80,11
99.982,50,80,11
110.003,50,80,11
121.581,50,80,11
129.164,50,80,11
148.138,50,80,11
158.967,50,80,11
0,0,49,5
3,0,49,5
6.6,0,49,5
10.1,0,49,5
17.6,0,49,5
24,0,49,5
3,3,49,5
6.6,3,49,5
10.1,3,49,5
17.6,3,49,5
6.6,6.6,49,5
10.1,6.6,49,5
13.8,6.6,49,5
17.6,6.6,49,5
0,0,49,5
3,0,49,5
6.6,0,49,5
10.1,0,49,5
17.6,0,49,5
24,0,49,5
3,3,49,5
6.6,3,49,5
10.1,3,49,5
17.6,3,49,5
6.6,6.6,49,5
10.1,6.6,49,5
13.8,6.6,49,5
17.6,6.6,49,5
0,0,49,5
3,0,49,5
6.6,0,49,5
10.1,0,49,5
17.6,0,49,5
24,0,49,5
3,3,49,5
6.6,3,49,5
10.1,3,49,5
17.6,3,49,5
6.6,6.6,49,5
10.1,6.6,49,5
13.8,6.6,49,5
17.6,6.6,49,5
0,0,49,5
10,2.3,49,5
20,2.3,49,5
40,2.3,49,5
60,2.3,49,5
10,4.1,49,5
20,4.1,49,5
40,4.1,49,5
60,4.1,49,5
6.6,6.5,49,5
10,6.6,49,5
20,6.6,49,5
40,6.6,49,5
60,6.6,49,5
8.3,8.3,49,5
10.1,10,49,5
20,10.1,49,5
30,10.1,49,5
40,10.1,49,5
50,10.1,49,5
12,12,49,5
15.5,15.5,49,5
20,20,49,5
10,10,160,13
30,10,160,13
50,10,160,13
100,10,160,13
150,10,160,13
175,10,160,13
200,10,160,13
240,10,160,13
20,20,160,13
50,20,160,13
100,20,160,13
150,20,160,13
200,20,160,13
250,20,160,13
275,20,160,13
340,20,160,13
30,30,160,13
50,30,160,13
100,30,160,13
150,30,160,13
200,30,160,13
300,30,160,13
344,30,160,13
50,50,160,13
100,50,160,13
150,50,160,13
200,50,160,13
300,50,160,13
400,50,160,13
440,50,160,13
100,100,160,13
180,100,160,13
260,100,160,13
340,100,160,13
420,100,160,13
490,100,160,13
600,100,160,13
660,100,160,13
10,10,96,14
30,10,96,14
50,10,96,14
75,10,96,14
100,10,96,14
150,10,96,14
175,10,96,14
20,20,96,14
50,20,96,14
75,20,96,14
100,20,96,14
125,20,96,14
150,20,96,14
175,20,96,14
200,20,96,14
30,30,96,14
50,30,96,14
100,30,96,14
125,30,96,14
150,30,96,14
175,30,96,14
200,30,96,14
210,30,96,14
50,50,96,14
100,50,96,14
130,50,96,14
175,50,96,14
300,50,96,14
250,50,96,14
284,50,96,14
100,100,96,14
150,100,96,14
200,100,96,14
250,100,96,14
300,100,96,14
350,100,96,14
460,100,96,14
494,100,96,14
10,10,60,8
30,10,60,8
50,10,60,8
75,10,60,8
100,10,60,8
120,10,60,8
132,10,60,8
20,20,60,8
63,20,60,8
106,20,60,8
150,20,60,8
170,20,60,8
30,30,60,8
60,30,60,8
100,30,60,8
140,30,60,8
175,30,60,8
50,50,60,8
100,50,60,8
150,50,60,8
210,50,60,8
234,50,60,8
311,50,60,8
100,100,60,8
170,100,60,8
230,100,60,8
300,100,60,8
365,100,60,8
413,100,60,8
0,0,60,8
10,0,60,8
20,0,60,8
30,0,60,8
50,0,60,8
70,0,60,8
90,0,60,8
98,0,60,8
113,0,60,8
10,10,60,8
30,10,60,8
50,10,60,8
100,10,60,8
150,10,60,8
200,10,60,8
205,10,60,8
30,30,60,8
50,30,60,8
100,30,60,8
150,30,60,8
200,30,60,8
250,30,60,8
300,30,60,8
341,30,60,8
50,50,60,8
100,50,60,8
200,50,60,8
250,50,60,8
300,50,60,8
380,50,60,8
436,50,60,8
0,0,57,7
35,0,57,7
76.8,0,57,7
10,10,57,7
90,10,57,7
170.9,10,57,7
20,20,57,7
40,20,57,7
60,20,57,7
90,20,57,7
100,20,57,7
110,20,57,7
130,20,57,7
150,20,57,7
180,20,57,7
200,20,57,7
215,20,57,7
225.9,20,57,7
50,50,57,7
90,50,57,7
125,50,57,7
160,50,57,7
200,50,57,7
205,50,57,7
240,50,57,7
275,50,57,7
310,50,57,7
341.3,50,57,7
80,80,57,7
120,80,57,7
165,80,57,7
210,80,57,7
245,80,57,7
250,80,57,7
335,80,57,7
429.9,80,57,7
100,100,57,7
200,100,57,7
350,100,57,7
493.6,100,57,7
120,120,57,7
270,120,57,7
320,120,57,7
420,120,57,7
525,120,57,7
150,150,57,7
360,150,57,7
620.7,150,57,7
50,50,57,7
125,50,57,7
230,50,57,7
50,50,57,7
100,100,57,7
200,100,57,7
350,100,57,7
100,100,57,7
150,150,57,7
300,150,57,7
450,150,57,7
150,150,57,7
0,0,30,2
20,0,30,2
39.3,0,30,2
8,8,30,2
50,8,30,2
84.5,8,30,2
15,15,30,2
70,15,30,2
119.5,15,30,2
30,30,30,2
80,30,30,2
130,30,30,2
181.6,30,30,2
60,60,30,2
120,60,30,2
170,60,30,2
220,60,30,2
274.8,60,30,2
80,80,30,2
140,80,30,2
210,80,30,2
285.4,80,30,2
120,120,30,2
180,120,30,2
240,120,30,2
306.2,120,30,2
150,150,30,2
210,150,30,2
270,150,30,2
346.3,150,30,2
30,30,30,2
80,30,30,2
130,30,30,2
30,30,30,2
60,60,30,2
120,60,30,2
220,60,30,2
60,60,30,2
150,150,30,2
210,150,30,2
270,150,30,2
150,150,30,2
0,0,50,6
3,0,50,6
6.6,0,50,6
10.1,0,50,6
17.6,0,50,6
24,0,50,6
3,3,50,6
6.6,3,50,6
10.1,3,50,6
17.6,3,50,6
6.6,6.6,50,6
10.1,6.6,50,6
13.8,6.6,50,6
17.6,6.6,50,6
0,0,46.4,4
3,0,46.4,4
6.6,0,46.4,4
10.1,0,46.4,4
17.6,0,46.4,4
24,0,46.4,4
3,3,46.4,4
6.6,3,46.4,4
10.1,3,46.4,4
17.6,3,46.4,4
6.6,6.6,46.4,4
10.1,6.6,46.4,4
13.8,6.6,46.4,4
17.6,6.6,46.4,4
0,0,91,13
0,0,91,13
12.5,12.5,91,13
25,25,91,13
25,25,91,13
25,25,91,13
25,25,91,13
37.5,25,91,13
37.5,25,91,13
37.5,25,91,13
50,25,91,13
50,25,91,13
50,25,91,13
62.5,25,91,13
62.5,25,91,13
62.5,25,91,13
37.5,37.5,91,13
0,0,24,1
10,10,24,1
14,10,24,1
14,10,24,1
14,10,24,1
16,10,24,1
20,10,24,1
22,10,24,1
22,10,24,1
22,10,24,1
13.8,13.8,24,1
27.6,27.6,24,1
30,30,24,1
32,30,24,1
34,30,24,1
36,30,24,1
42,30,24,1
42,30,24,1
41.4,41.4,24,1
55.2,55.2,24,1
0,0,76,10
5,5,76,10
14.57,5,76,10
26.46,5,76,10
38.36,5,76,10
52.29,5,76,10
74.13,5,76,10
10,10,76,10
20.38,10,76,10
40.07,10,76,10
61.07,10,76,10
78.11,10,76,10
15,15,76,10
28.06,15,76,10
47.07,15,76,10
70.77,15,76,10
78.61,15,76,10
83.69,15,76,10
97.1,15,76,10
118.3,15,76,10
0,0,35,3
2,2,35,3
3,2,35,3
4,2,35,3
5,2,35,3
6,2,35,3
4,4,35,3
6,4,35,3
8,4,35,3
10,4,35,3
12,4,35,3
6,6,35,3
9,6,35,3
12,6,35,3
15,6,35,3
18,6,35,3
8,8,35,3
12,8,35,3
16,8,35,3
20,8,35,3
24,8,35,3
10,10,35,3
15,10,35,3
20,10,35,3
0,0,82,12
6,6,82,12
12.5,12.5,82,12
26,12.5,82,12
28,12.5,82,12
45,12.5,82,12
67,12.5,82,12
90,12.5,82,12
105,12.5,82,12
115,12.5,82,12
25,25,82,12
39,25,82,12
58,25,82,12
78,25,82,12
107,25,82,12
132,25,82,12
157,25,82,12
168,25,82,12
40,40,82,12
64,40,82,12
88,40,82,12
88,40,82,12
112,40,82,12
143,40,82,12
160,40,82,12
177,40,82,12
208,40,82,12
107,55,82,12
138,55,82,12
167,55,82,12
200,55,82,12
231,55,82,12
181,70,82,12
214,70,82,12
243,70,82,12
268,70,82,12
238,85,82,12
274,85,82,12
0,0,82,12
6,6,82,12
12.5,12.5,82,12
26,12.5,82,12
28,12.5,82,12
45,12.5,82,12
67,12.5,82,12
90,12.5,82,12
25,25,82,12
39,25,82,12
58,25,82,12
78,25,82,12
107,25,82,12
132,25,82,12
40,40,82,12
64,40,82,12
88,40,82,12
88,40,82,12
112,40,82,12
143,40,82,12
160,40,82,12
177,40,82,12
208,40,82,12
55,55,82,12
82,55,82,12
107,55,82,12
138,55,82,12
167,55,82,12
200,55,82,12
231,55,82,12
70,70,82,12
108,70,82,12
148,70,82,12
181,70,82,12
214,70,82,12
243,70,82,12
268,70,82,12
85,85,82,12
119,85,82,12
157,85,82,12
194,85,82,12
238,85,82,12
274,85,82,12
100,100,82,12
133,100,82,12
169,100,82,12
207,100,82,12
279,100,82,12
150,150,82,12
150,150,82,12
200,200,82,12
200,200,82,12
0,0,100,15
15,15,100,15
30,30,100,15
45,45,100,15
58,45,100,15
67,45,100,15
90,45,100,15
138,45,100,15
204,45,100,15
281,45,100,15
323,45,100,15
60,60,100,15
83,60,100,15
133,60,100,15
186,60,100,15
212,60,100,15
254,60,100,15
306,60,100,15
75,75,100,15
108,75,100,15
147,75,100,15
210,75,100,15
279,75,100,15
318,75,100,15
363,75,100,15
100,100,100,15
126,100,100,15
171,100,100,15
256,100,100,15
354,100,100,15
384,100,100,15
0,0,140,16
16,16,140,16
20,20,140,16
20,20,140,16
67,20,140,16
124,20,140,16
186,20,140,16
40,40,140,16
75,40,140,16
112,40,140,16
126,40,140,16
206,40,140,16
278,40,140,16
70,70,140,16
101,70,140,16
152,70,140,16
193,70,140,16
275,70,140,16
313,70,140,16
375,70,140,16
100,100,140,16
110,110,140,16
130,130,140,16
0,0,230,19
0,0,230,19
20,20,230,19
44,20,230,19
46,20,230,19
74,20,230,19
101,20,230,19
127,20,230,19
40,40,230,19
63,40,230,19
88,40,230,19
120,40,230,19
142,40,230,19
147,40,230,19
174,40,230,19
70,70,230,19
70,70,230,19
100,100,230,19
100,100,230,19
138,100,230,19
148,100,230,19
199,100,230,19
239,100,230,19
291,100,230,19
336,100,230,19
150,150,230,19
150,150,230,19
164,150,230,19
195,150,230,19
215,150,230,19
273,150,230,19
309,150,230,19
317,150,230,19
365,150,230,19
200,200,230,19
200,200,230,19
200,200,230,19
200,200,230,19
200,200,230,19
216,200,230,19
233,200,230,19
281,200,230,19
309,200,230,19
383,200,230,19
439,200,230,19
230,230,230,19
0,0,234,20
0,0,234,20
5,5,234,20
20,20,234,20
40,40,234,20
40,40,234,20
40,40,234,20
59,40,234,20
80,40,234,20
101,40,234,20
102,40,234,20
121,40,234,20
143,40,234,20
168,40,234,20
187,40,234,20
80,80,234,20
80,80,234,20
80,80,234,20
95,80,234,20
108,80,234,20
117,80,234,20
135,80,234,20
147,80,234,20
182,80,234,20
183,80,234,20
216,80,234,20
218,80,234,20
281,80,234,20
284,80,234,20
311,80,234,20
140,140,234,20
140,140,234,20
205,140,234,20
259,140,234,20
331,140,234,20
424,140,234,20
200,200,234,20
235,200,234,20
251,200,234,20
298,200,234,20
343,200,234,20
401,200,234,20
473,200,234,20
537,200,234,20
